<mention> <total_count> <total_unique_doc_count>
scotland s	16	14
scotch whisky industry	1	1
scotch whisky	42	37
scotch whiskies	5	5
scotch whiskey	5	5
scorecard Cricket	1	1
sci-fi romance	1	1
sci fi horror film	1	1
scene pop	3	3
scene Pop	9	9
scary movies	8	6
scary movie	22	22
sang lead	2	2
sales market	1	1
saddle tanks	97	77
s korean	3	3
s korea	2	2
s Koreans	5	5
s Korean	272	257
s Korea	73	68
runway models	23	20
runway model	118	115
runway Models	3	3
rules footballers	1	1
rules football	19832	16721
rules Football	3	3
round-ball code	1	1
romcom film	1	1
romantic-comedy series	2	2
romantic-comedy film	4	4
romantic-action-comedy film	2	2
romantic thriller comedy film	1	1
romantic tales	1	1
romantic sitcom	2	2
romantic screwball comedy film	5	5
romantic emotional comedy	1	1
romantic drama-comedy	1	1
romantic drama movie	1	1
romantic drama comedy	6	6
romantic comedy-drama	3	3
romantic comedy spoof	3	3
romantic comedy series	108	102
romantic comedy movie	52	51
romantic comedy flick	3	3
romantic comedy films	4511	2793
romantic comedy film	2387	2354
romantic comedy drama	388	381
romantic comedy	10630	6840
romantic comedies	262	239
romantic comedic	4	4
romantic Comedy Movie	1	1
romance novel	864	763
romance comedy film	37	37
romance comedy	119	115
romance comedic	1	1
romance and comedy	1	1
rom com	98	91
rock'n roll	11	10
rock version	303	282
rock tinged	34	34
rock superstar	12	12
rock style	737	706
rock starlets	1	1
rock star	1231	1135
rock standard	27	26
rock sound	1602	1500
rock songs	2936	2647
rock song	1608	1444
rock society	3	3
rock singer	2193	2121
rock s	1816	1575
rock roll	651	599
rock radio stations	1029	1000
rock n' roll	55	54
rock n rollers	22	22
rock n roll	2561	2239
rock n Roll	2	2
rock musicians	3117	2823
rock musician and composer	16	16
rock musician	2751	2633
rock music s	43	42
rock music in the 1990s	1	1
rock music in the 1980s	4	4
rock music history	24	24
rock music historian	80	69
rock music History	21	21
rock music	11297	9887
rock metal and punk	2	2
rock leaning	51	49
rock inspired	101	96
rock guitarist	647	631
rock guitar	237	231
rock groups	8203	7357
rock group	6483	6173
rock genre	424	410
rock era	235	223
rock duo	2	2
rock concerts	362	337
rock concert	459	427
rock based	227	217
rock bands	3693	3375
rock band	53664	48585
rock ballad	36	33
rock artist	472	462
rock arena	18	18
rock anthems	64	62
rock anthem	105	98
rock and/or roll	1	1
rock and roll!	1	1
rock and roll music	256	249
rock and roll	6421	5164
rock and or roll	1	1
rock album	2	2
rock acts	636	598
rock act	1	1
rock Style	1	1
rock Star	5	4
rock Songs	7	7
rock Song	2	2
rock Singer	2	2
rock S	7	6
rock Music	66	66
rock Inspired	2	2
rock Guitarist	1	1
rock Groups	1	1
rock Group	4	4
rock Concert	1	1
rock Bands	8	8
rock Band	32	32
rock Acts	2	2
rock (music)	1	1
rock 'n' roll	278	269
rock 'n roll	61	60
rock & roll	135	133
road locomotives	38	29
rich sensory images	1	1
rhythmic pop	28	26
republic of korea	6	6
republic of iran	4	4
republic of Korea	1	1
republic of Iran	14	12
republic of India	10	9
representatives in the U.S. government	1	1
representative in congress	1	1
representative in Congress	1	1
representative government	320	285
representative democracy	437	363
renaissance style	214	205
renaissance period	46	46
renaissance era	29	29
remix co-producer	1	1
remix co producer	1	1
reissue production	16	15
reissue producer	112	100
reissue Production	4	4
reissue Producer	2	2
regional geology	9	5
refined sugar	107	85
recreational soccer	6	6
recording producers	12	11
recording producer	147	107
recording artist	11166	10416
recording Producer	5	5
record production	468	443
record producing	81	80
record producers	6077	5544
record producer	14629	13354
record goalscorer	8	7
record coproducer	1	1
record company producer	2	2
record co-producer	3	2
record Production	15	15
record Producer	14	14
rec league	8	8
reasoning novelist	1	1
real Donald Trump	2	2
re-release producer	1	1
raw sugar	111	86
railway train	132	124
railway locomotives	595	578
railway locomotive	163	155
railway engine	53	52
railway Train	49	49
railway Locomotives	6	5
railroad trains	36	35
railroad train	53	52
railroad locomotives	35	34
railroad locomotive	22	22
railroad engine	14	11
railroad Train	3	3
railroad Locomotive	2	2
rail vehicles	454	367
rail train	75	73
rail Train	3	3
radioed-out vocal repeats	1	1
racing sports	76	66
racing game	1029	833
racing disciplines	1	1
racing competition	286	284
racing Sports	36	36
racially motivated	369	341
racial features	7	7
racial construction	2	2
racial classification	104	86
racial background	87	84
race sports	10	10
queen b	5	5
putting green	189	173
purple one	25	23
purple One	4	4
punk rock	11000	8218
public stock market	7	7
public stock exchange	14	14
public school system	1629	1534
public markets	129	116
public exchange	30	28
proto novels	1	1
proto novel	3	3
professional soccer player	1	1
professional singer	3	3
professional ranks	457	443
professional models	84	79
professional model	196	190
professional golfer	4033	3718
professional footballer	5126	4516
professional football player	9604	8426
professional football club	1	1
professional football	11413	9336
professional fashion model	10	10
professional coach	143	140
professional career	15985	15359
professional boxing matches	25	24
professional boxing	978	850
professional boxers	129	115
professional boxer	2395	2180
professional association football	1	1
professional Footballer	3	3
professional American football	3785	3702
production, mixing, mastering	1	1
production work	1329	1266
production wise	58	57
production techniques	595	575
production team	3624	3320
production style	398	374
production skills	172	169
production of music	40	40
production of Music	10	10
production music	225	182
production members	15	15
production manager	1383	1108
production group	212	207
production duo	717	672
production coordination	431	354
production consultant	64	55
production company	14904	13171
production Work	21	21
production Techniques	4	4
production Team	5	5
production Style	2	2
production Music	64	62
production Members	8	8
production Manager	5	5
production Coordination	2	2
production Company	24	22
producing records	155	152
producing music	565	550
producing Music	7	7
producer, and DJ	1	1
producer, Mixer	1	1
producer s	1427	1349
producer reissue	18	12
producer music	173	161
producer S	55	55
producer Reissue	1	1
producer Music	55	55
producer Mixer	6	3
producer DJ	511	487
producer / DJ	1	1
producer (music)	7	7
produced records	277	271
produced recordings	157	153
produced and mixed	606	527
produced and Mixed	2	2
produced albums	599	586
produced Albums	2	2
produce music	349	343
produce Music	1	1
process sugar	11	11
procedural SQL	1	1
pro football	2513	2144
pro democracy	1162	878
pro boxing	44	44
pro boxer	52	43
pro Iranian	43	41
pro Football	7	7
pro Democracy	10	9
printed news media	2	2
print publications	360	349
print modeling	34	33
print model	73	70
print edition	1293	1132
print career	8	8
print and television model	1	1
prince artist	1	1
prime movers	298	260
prime mover	888	729
primary-care medicine	1	1
primary vote	4	4
primary teaching	140	132
primary system	4	3
primary studies	116	114
primary schools	5583	4857
primary schooling	838	835
primary school teacher	617	603
primary school system	20	20
primary school education	1	1
primary school	17836	15577
primary runoff in 2010	1	1
primary process	78	73
primary polls	19	18
primary or grade schools	1	1
primary or elementary education	3	2
primary music schools	1	1
primary level education	19	19
primary level	431	383
primary health care	499	408
primary grades	128	119
primary elementary	41	40
primary elections	750	644
primary election	3976	3310
primary education	4036	3726
primary department	49	40
primary contests	27	22
primary co-educational day school	1	1
primary care provider	31	30
primary care office	6	6
primary care medicine	8	7
primary care centre	7	6
primary care	1799	1199
primary campaign	342	315
primary Schools	18	18
primary School	139	117
primary Process	2	2
primary Polls	7	6
primary Election	6	6
primary Campaign	25	17
press systems	9	8
press system	8	8
press reports	753	740
press articles	185	179
presidential primary	688	525
presidential nomination	1145	912
president of The Walt Disney Company	1	1
president Obama	31	31
present queen	1	1
preseason college basketball tournament	14	14
prequel trilogy Star Wars	4	4
prequel trilogy	131	115
prequel films	40	38
prequel film	56	55
preparatory school	3227	2890
premiership rugby	13	11
premiership football	11	11
premierleague com	107	80
premiere league	25	25
premier league football	8	8
premier league	885	763
premier League	18	17
pre primary	502	432
power source	1578	1352
power plant	10830	7227
powdered sugar	194	156
powdered Sugar	1	1
poster girl	69	65
popular songs	3317	3138
popular song	2661	2580
popular rule	1	1
popular rock	343	339
popular musicians	214	212
popular music	6963	6009
popular government	1	1
popular Rock	10	10
popular Music	20	20
pop version	3	3
pop tunes	256	253
pop trio	243	236
pop superstar	62	59
pop stars	522	498
pop starlets	5	5
pop star	1592	1500
pop sound	712	683
pop songs	2494	2381
pop song festival	1	1
pop song by Turkish girl group	1	1
pop song	2800	2421
pop singles	499	474
pop singers	4502	4201
pop singer	6356	5882
pop sensibility	139	139
pop s	149	141
pop rock song	305	270
pop rock singer	316	314
pop rock	5844	5078
pop records	99	98
pop record	353	336
pop radio	348	327
pop oriented	574	557
pop musicians	740	711
pop musician	380	364
pop musical genre	2	2
pop music singers	129	128
pop music singer	171	171
pop music genre	29	28
pop music festivals	22	22
pop music festival	32	31
pop music chart	28	27
pop music Singer	1	1
pop music Chart	3	3
pop music	9688	8493
pop like	60	59
pop hits	505	481
pop groups	1139	1093
pop group	3795	3593
pop genre	197	192
pop folk	406	361
pop festivals	52	45
pop festival	56	52
pop edge	9	9
pop duo	1113	1074
pop diva	62	62
pop crossover songs	4	3
pop charts	1313	1200
pop centric	11	11
pop based	55	55
pop bands	294	286
pop band	3966	3794
pop ballads	4	4
pop ballad	125	101
pop artists	588	544
pop artist	779	753
pop and rock singer	42	42
pop albums	707	653
pop album	849	777
pop acts	1	1
pop Stars	1	1
pop Star	164	75
pop Songs	14	13
pop Song	1	1
pop Singles	1	1
pop Singer	4	4
pop S	5	5
pop Rock	11	11
pop Record	1	1
pop Radio	4	4
pop R B	489	445
pop Music festival	1	1
pop Music	28	28
pop Like	2	2
pop Hits	2	2
pop Group	2	2
pop Festivals	1	1
pop Festival	2	2
pop Edge	1	1
pop Charts	6	6
pop Bands	1	1
pop Band	5	5
pop Artists	8	8
pop Artist	2	2
pop Album	1	1
politicians talking about building walls	1	1
political primary	3	3
poetic novel	32	30
plot of Star Wars	9	9
plot continuation	4	4
playing soccer	1	1
playing golf	437	425
playing basketball at the collegiate level	1	1
playing Golf	3	3
player manager	2111	1830
player coach	3222	2887
player Coach	23	22
played football	4118	3921
played collegiately	900	875
played Football	18	18
plant-based diets	2	2
plant-based diet	14	13
pitching coach	1554	944
pick-a-party primary	1	1
pick a party primary	1	1
physics community	142	130
photography techniques	27	25
photography technique	25	24
photography history of	3	2
photography exhibitions	80	75
photography business	191	171
photography as an art form	33	27
photography History of	7	7
photography Exhibitions	10	10
photography As an art form	1	1
photographic term	4	4
photographic techniques	137	132
photographic technique	68	68
photographic sessions	14	14
photographic services	21	21
photographic school	1	1
photographic researcher	3	3
photographic processes	103	90
photographic process	147	138
photographic model	52	52
photographic medium	47	46
photographic literature	3	3
photographic interests	8	7
photographic film	365	306
photographic equipment	242	225
photographic art	95	86
photographic accessories	14	13
photochemical processes	9	9
photo shoot	2262	1244
photo s	127	121
photo model	48	47
photo S	2	1
photo Picture	2	2
petrol Engine	2	2
person who creates recordings or broadcasts of music	1	1
periodic publications	18	18
penicillin group	5	5
penicillin allergy	23	19
penicillin G	42	36
pectoris, guttoris, capitis	1	1
passing the ball	137	125
passenger transport	768	679
passenger trains	6344	5218
passenger train	4251	3364
passenger traffic	15	7
passenger services	4244	3511
passenger service	5383	4436
passenger railroad	101	97
passenger rail	1245	1092
passenger jet	155	148
passenger hauling	14	14
passenger express	82	75
passenger engines	49	38
passenger Trains	2	2
passenger Train	14	10
passenger Services	2	2
passenger Service	1	1
passenger Express	1	1
party's primaries	1	1
party s primaries	21	19
party primary	201	193
party primaries	139	133
party Primary	2	2
party Primaries	1	1
parody of Wikipedia	1	1
parent company	9100	8146
parade of nations	4	4
own league	149	143
outdoor soccer	78	73
outdoor Soccer	1	1
outbreak of war	2801	2644
outbreak of hostilities in Korea	13	13
outbreak of hostilities	4	4
outbreak of War	32	32
other races	33605	27901
original version	7525	6605
original trilogy era	1	1
original trilogy Star Wars	7	6
original trilogy	212	171
original producer	199	195
original films	984	975
original film trilogy	5	5
original Star Wars trilogy	82	75
original Star Wars films	9	9
original Star Wars Trilogy	3	3
original ''Star Wars'' trilogy	19	19
original ''Star Wars'' films	2	2
original ''Star Wars'' film trilogy	7	4
organized football	195	191
organized Football	1	1
ordinary outdoor football	1	1
orchestral pop	64	57
orchard apple	2	2
operatic singing	2	2
opera singers	3877	3084
open primary election	26	26
open primary	280	218
open primaries	38	31
online encyclopedias	80	79
online encyclopedia	33	31
one-party participatory democracy	2	2
one formed in England	1	1
oncology patients	1	1
olympics games	3	3
olympic org	1968	1878
olympic movement	3	1
olympic history	10	10
olympic games	415	268
olympic Games	1	1
olimpic games	1	1
old school pop	6	6
of the same name	38395	36617
occasional smokers	1	1
obama barack	2	2
obama Barack	2	2
nude modeling	48	47
nude model	190	179
nu metal	894	712
novel-length work	1	1
novel of the same name	4670	4549
novel literature	3	3
novel Literature	2	2
northwestern Iran	54	48
northern Iran	106	97
northern Indian	259	233
northern India	746	675
north of the border	412	406
north of the Border	4	4
north of Great Britain	4	4
north korean	24	23
north korea	103	87
north Koreans	1	1
north Korean	7	5
north Korea	2	2
nonpartisan primary	63	58
non-striking partner	1	1
non-partisan primary	6	6
non-alcoholic beverage	26	26
non smoker	114	112
non partisan primary	33	33
non partisan Primary	2	2
non league football	985	910
non democratically	8	8
non democratic	79	78
non democracy	3	3
non democracies	8	6
non Democratic	3	3
nitrogen fixation	335	234
nikola tesla	4	4
newspaper reading	32	31
newspaper publishing	256	239
newspaper office	218	208
newspaper journalism	60	59
newspaper industry	306	274
newspaper articles	1435	1385
newspaper archive	198	134
newspaper Reading	2	2
newspaper Publishing	4	4
newspaper Journalism	5	5
newspaper Articles	6	6
newspaper Archive	1	1
news site	854	791
news sheet	91	82
news paper	295	262
new war	319	308
new software development company	1	1
new president	2	2
new businesses	627	602
new and modern	1	1
new War	54	51
new Premier League	104	98
nested query	2	2
ncaa org	378	323
ncaa history	1	1
ncaa bracket	1	1
ncaa basketball	8	8
natural horror	44	39
national song contest	15	13
national party	700	640
national newspaper	758	723
national judiciary	1	1
national daily newspapers	29	29
national collegiate athletic association	1	1
national collegiate	208	200
national Party	6	6
national Collegiate Athletic Association	1	1
national Collegiate	4	4
namesake company	34	34
n korean	1	1
n korea	5	5
n Korean	1	1
mystery-horror drama film	1	1
musical production	639	622
musical producer	166	154
musical numbers	988	904
musical artist Prince	2	2
music singer	4030	3832
music recording producer	1	1
music productions	1	1
music production company	2	2
music production	1897	1716
music producing	80	80
music producers	518	498
music producer,	1	1
music producer recording engineer	12	12
music producer	6022	5482
music composer	2543	2259
music co-producer	1	1
music Singer	15	15
music Production	42	42
music Producing	1	1
music Producers	6	6
music Producer	19	18
museum of photography	15	14
motor racing	3308	2835
motor control	491	385
motive power	909	780
mother monster	5	5
morning paper	202	177
morning newspaper	139	137
monster movies	131	116
molten sugar	3	3
modern rock song	7	7
modern rock	1248	1071
modern pop	254	244
modern novel	74	68
modern football	111	104
modern democracy	69	68
modern democracies	38	36
modern Scotland	48	44
modern Rock	5	5
modern Pop	2	2
modern Olympics	77	71
modern Olympic Games	8	6
modern Novel	1	1
modern Games	1	1
modern Football	3	3
modelling competition	2	2
modelling career	435	387
modelling Career	13	13
modeling industry	1	1
modeling competition	58	56
modeling career	885	793
modeling Career	12	12
model, escort	1	1
model fashion	44	44
model and actress	1	1
model Fashion	2	2
model (person)	2	2
mobile wikipedia	1	1
mit edu	3472	2286
mini sequel	1	1
militant Islamists	2	2
midtempo pop song	21	20
midtempo Pop song	1	1
middle school	11594	9226
men’s basketball	2	2
men’s and women’s basketball	1	1
men's football tournament	24	24
men's football	16	16
men's college basketball	4	4
men's basketball team	125	124
men's basketball	234	232
men's association football	1	1
men's and women's basketball	3	3
men s soccer	3065	1703
men s golf women s golf	1	1
men s golf	332	269
men s football tournament	71	56
men s football	526	501
men s college basketball	311	295
men s basketball	26196	11873
men s and women s basketball	588	535
men s Premier League	5	4
men s Football	4	3
men s College Basketball	1	1
members of the House of Representatives	4	3
members of Congress	1115	1005
member of the United States House of Representatives	1	1
member of the U.S. House of Representatives	10	1
member of the House of Representatives	1400	1301
member of Congress	526	486
melodic singing	3	2
melodic rock/AOR	1	1
medieval period	3786	3531
media group	728	678
mechanisms of enzyme action	1	1
massachusetts institute technology	1	1
market volume	30	26
market types	6	5
market systems	43	37
market size	207	173
market production	63	34
market process	32	31
market principles	74	73
market participants	373	284
market forces	368	343
market exchange	127	93
market economics	170	161
market conditions 	1	1
market conditions	635	599
market based	606	543
market allocation	16	14
market Types	17	17
market Production	38	38
market Principles	1	1
market Participants	3	3
market Exchange	2	2
maps of Scotland	5	5
malus domestica	1	1
malt whisky	296	200
malt scotch	1	1
malignant tumours	29	26
malignant tumour	31	31
malignant tumors	4	4
malignant tumor	118	115
malignant neoplasms	50	43
malignant neoplasm	43	32
malignant lesion	2	2
malignant growths	1	1
malignant growth	22	21
malignant cancer	33	31
malignant Tumor	1	1
male vocals	193	176
male vocalists	1	1
male singer	1	1
male models	1385	1261
male modeling	7	7
male model	413	365
male fashion models	3	3
male fashion model	24	24
male Model	1	1
majoritarian democracy	7	5
mainstream rock	571	508
mainstream pop music	76	74
mainstream pop	350	338
mainstream model	21	21
mainstream POP music	1	1
main vocals	203	176
main network	131	123
main artist	1	1
main ''NCIS'' series	1	1
magazines newspapers	257	254
magazines Newspapers	4	4
magazines & newspapers	1	1
m i t	7	6
m I t	1	1
lump sugar	6	5
lowland single malts	2	2
lowland malt	1	1
lower school	555	438
love comedy	15	15
long-distance trains	2	2
long distance trains	609	509
long distance race	97	92
locomotive engines	80	79
locomotive engine	66	65
locomotive Engine	4	4
lock-and-key model	2	2
lock and key model	6	5
lock and key	143	130
lock and a key	3	3
local trains	1010	880
local train	591	506
local newspapers	2	2
local newspaper	3803	3675
local dailies	24	24
local Newspaper	5	5
live-action films	12	12
live vocals	2	1
literary novel	52	50
literary fiction	394	362
listing exchange	3	3
links golf courses	7	7
ligase enzyme	4	4
les jeux olympiques	2	2
les Indes	12	12
league titles	2124	1877
league title	5502	4743
league structure	320	290
league goal	1862	1663
league Titles	6	6
leads vocals	1	1
leading vocals	4	1
leader vocalist	1	1
lead/backing vocals	3	1
lead vocals	26238	19912
lead vocalists	1	1
lead vocalist	6472	5651
lead vocal	2899	2148
lead singers	443	382
lead singer	15720	13404
lead male vocals	1	1
lead guitarist, singer, producer and songwriter	1	1
lead female vocals	1	1
lead clean vocals	1	1
lead backing vocals	234	164
lead backing Vocals	1	1
lead and backing vocals	1403	1011
lead and background vocals	456	327
lead and back vocals	1	1
lead Vocals	15	13
lead Vocal	2	2
lead Singer	6	6
lead & backing vocals	2	2
le tour	31	27
le Tour de France	28	28
le Tour	42	41
late renaissance	27	27
late Renaissance	201	187
largest and best-known entertainment companies	1	1
lady gaga	35	29
lady Gaga	1	1
la Perse	37	27
korean war	64	43
korean republic	1	1
korea south	9	7
korea seoul	4	4
korea s	6	5
korea republic of	1	1
korea republic	15	10
korea pyongyang	1	1
korea north	1	1
korea dpr	26	22
korea South	4	4
korea North	2	2
korea Democratic People s Republic of	2	2
king stephen	4	4
khilafah is	1	1
kentucky derby	23	16
justice of the Supreme Court of the United States	1	1
junior school	857	739
junior football	1288	1233
junior Football	7	7
jumbo jets	8	8
jumbo jet	13	13
its HBO TV adaptation	1	1
islamic republic of iran	4	4
isis isil	1	1
iron horse	43	39
iran islamic republic of	2	2
ir iran	11	11
ir Iran	26	22
ir IRAN	1	1
invasive tumors	5	4
invasive cancer	26	16
invasive Tumors	1	1
invasion of South Korea on	27	27
invasion of South Korea	105	103
invasion of North Korea	9	9
invasion of Korea	107	89
invasion of	31209	25930
invasion by North Korea	7	7
invasion Of	7	7
invaded the Republic of Korea	12	12
intervention in Korea	6	6
internet startup company	5	5
internet startup	36	36
international pop music	30	29
international model	141	134
international level	6209	5905
international footballer	4063	3233
international football	2075	1894
international cricketer	274	248
international Footballer	1	1
international Football	6	6
internal startup	4	4
internal combustion engine	1512	1158
intermediate education	86	83
intercollegiate women's basketball	14	14
intercollegiate women s basketball	5	5
intercollegiate men's basketball	33	33
intercollegiate men s basketball	12	12
intercollegiate competition	116	113
intercollegiate basketball program	5	5
intercollegiate basketball game	18	16
intercollegiate basketball	63	62
intercollegiate athletic association	3	3
inside photos	11	6
insert, delete, and update	1	1
inner sleeve photography	4	1
injury time	1151	1052
initial schooling	1	1
initial primary	1	1
initial phase of the Korean War	1	1
inhaling the smoke	1	1
information models	52	43
informal sequel	6	6
industrial engines	44	43
induced fit model	2	2
indoor market	93	86
indoor football (soccer)	1	1
individual models	48	39
indian state	12	12
india country	2	2
independently produced	585	561
independent India	246	228
inclusive democracy	18	12
in Korea	7389	5599
in Hindi	1	1
immigration inspector	14	12
immersive display	1	1
illustrated newspaper	42	39
hundreds of other voices	1	1
https. //www.facebook.com/pages/Toronto-Employment-and-Social-Services-Division/134463756618419	1	1
house of representatives committee	1	1
house of representatives	862	788
house gov	2143	1462
hot war	18	18
hostilities with Korea	1	1
hostilities in Korea	23	23
horror-comedy film	7	7
horror-and-gore movies	1	1
horror thriller film	348	344
horror thriller	600	556
horror television film	1	1
horror story	338	319
horror show	73	68
horror pictures	15	14
horror picture	2	2
horror movies	565	516
horror movie-like scream	1	1
horror movie	1272	1203
horror in film	8	8
horror genre films	5	5
horror genre Films	1	1
horror genre	517	468
horror franchise	43	41
horror flick	120	118
horror films	10919	5877
horror film	9505	8407
horror feature	81	77
horror drama film	1	1
horror drama	157	151
horror comedy film	391	389
horror comedy Film	1	1
horror classic	119	119
horror cinema	43	40
horror anthology film	68	66
horror anthologies	36	34
horror and thriller	32	31
horror and gore movies	2	2
horror Thriller	1	1
horror Films	1	1
holographic simulation	1	1
hole in 1.	1	1
history of the modern Olympics	3	3
history of the earth	2	2
history of the Walt Disney Company	1	1
history of the Premier League	20	20
history of rock music	30	29
history of professional boxing	1	1
history of Rock music	1	1
history of Rock Music	1	1
history of Bollywood	2	2
his paternal grandmother	2	2
his mother's	5	5
his mother	71467	56261
his death in April 2016	1	1
his country	14661	13754
hip-hop producer	6	6
hindi movie	27	25
hindi films	15	15
hindi film	34	33
hindi cinema	5	4
hillary clinton	53	45
highest tier of English football	10	10
high-impact entrepreneurs	1	1
high on sugar	1	1
high fashion model	42	41
her native country	1071	1055
her husband	71917	52572
her famous older sister	1	1
heavy smoker	169	167
healthy drinks	2	2
head of youth team coaching	1	1
head football coach	6261	4766
head coaching	2899	2360
head coach	72020	41955
head Football coach	1	1
harsh vocals	182	141
harmony vocals	1568	960
harmony vocal	275	182
harmony background vocals	1	1
harmony and background vocals	1	1
harmony Vocals	4	3
harmony Vocal	3	2
hardware startups	3	1
hard rock	8161	6814
guitar rock	2	2
guinness premiership	1	1
guest vocals	2452	1911
guest Vocals	1	1
grunts, clean voice	1	1
growth-stage tech startup	1	1
growth firms	1	1
group by	1605	1542
group By	231	229
gridiron football leagues	5	5
gridiron football	944	890
green apples	34	32
green apple	95	86
gravure model	67	58
granulated sugar	63	58
grade schools	269	251
grade school student	10	10
grade school	2388	2149
govern in a democracy	1	1
gothic metal	677	520
goods train locomotives	22	20
golfing breaks	1	1
golf tournaments	758	710
golf tournament	2356	2269
golf swing	82	64
golf sport	5	5
golf practice centers	1	1
golf players	48	42
golf player	109	105
golf like	13	11
golf games	51	41
golf events	102	99
golf courses	2178	1771
golf course	9569	7122
golf clubs	533	464
golf ball	429	367
golf Tournament	8	8
golf Players	2	2
golf Player	1	1
golf Courses	2	2
golf Course	5	5
golf Clubs	4	4
goalkeeping coach	1116	734
goalkeepers coach	59	59
goalkeeper coach	516	386
goalkeeper Coach	4	4
global market	836	797
glamour model	444	413
girls' soccer	3	3
girls soccer	622	548
girls Soccer	63	61
geothermal sciences	1	1
geological usage	2	2
geological terms	79	79
geological survey	386	337
geological surfaces	5	5
geological studies	123	122
geological structure	222	212
geological specimens	73	70
geological sciences	88	81
geological science	41	40
geological research	137	125
geological processes	159	147
geological phenomena	50	48
geological perspective	18	18
geological interpretation	13	10
geological formations	301	291
geological formation	560	538
geological features	661	595
geological feature	324	316
geological context	25	25
geological conditions	111	109
geological Survey	1	1
geologic systems	3	3
geologic setting	24	23
geologic sciences	5	5
geologic process	2	2
geologic history	224	205
geologic formation	4077	4071
geologic feature	99	98
geologic concepts	1	1
generates mechanical power	1	1
general-interest newspaper	1	1
general producer	97	49
general pop	1	1
general interest newspaper	8	8
gang vocals	169	86
game thrones	2	2
game of thrones	25	23
game of Thrones	1	1
fusion metal	1	1
front women	3	3
front woman	139	131
front page	15	14
front man	1472	1399
front Man	1	1
free Korea	3	2
found footage horror	2	2
formerly known as Prince	7	7
former player	3	3
former fashion model	220	218
former chairman and CEO of The Walt Disney Company	1	1
former Portuguese colony in India	2	2
former Democratic	1	1
former American football	1	1
formal league structure	1	1
footbаll teаm	1	1
footballer/soccer player	1	1
footballer s	157	120
footballer and manager	1461	1301
footballer and football manager	1	1
footballer and Manager	4	4
football writers	1	1
football worldwide	1	1
football trainer	2	2
football tournaments	3	3
football tournament	3612	3383
football teams	8810	7702
football team	81338	61122
football tackle	47	45
football star	651	588
football stadium	2739	2530
football soccer player	2524	2149
football soccer	2977	2397
football show	1	1
football s	1132	1081
football referees	930	807
football referee	970	938
football program	2894	2448
football players	40394	34176
football player	65892	52961
football midfielder	2221	2041
football matches	4415	4261
football match	2725	2588
football manager	4466	4204
football management	220	185
football league	9908	8374
football head coach	1	1
football grounds	236	220
football ground	860	798
football goalkeeper	2026	1905
football games	3216	2722
football game	4405	3702
football forward	767	737
football fields	475	463
football field	2646	2434
football coaches	17214	6595
football coach	18066	13128
football clubs	23008	17367
football club	27793	25214
football center	82	80
football association	732	640
football administrator	1	1
football US	7	6
football Tournament	2	2
football Teams	35	35
football Team	45	41
football Tackle	1	1
football Soccer player	1	1
football Soccer	15	15
football S	2	2
football Referee	1	1
football Players	44	44
football Matches	8	7
football Match	14	14
football Manager	12	12
football Management	5	5
football Ground	6	6
football Goalkeeper	3	3
football Games	7	7
football Game	8	8
football Field	3	3
football Coaches	7	6
football Coach	28	28
football Clubs	16	16
football Center	2	2
football Australian rules	49	46
football Australian Rules	3	3
football Association	47	46
football American	414	400
football America	1	1
football (tackle)	1	1
football (soccer) referee	2	2
football (soccer) player	3	3
football (soccer)	3429	3397
football (American)	1	1
football (American soccer)	1	1
flavor flav	1	1
fitness models	2	2
fitness model	190	160
fitness coach	265	225
first-team coach	2	2
first-class cricketer	8	8
first-class cricket	6554	6393
first tier of English rugby	1	1
first team coach	806	637
first team Coach	3	3
first class cricketer	683	618
first class cricket	2527	2019
first black president’s	1	1
finish line	3295	2675
fine art photography	193	172
fine Art Photography	1	1
financial markets	1536	1277
financial market	661	576
financial exchanges	17	17
financial evacuator remora parasitic benefactor	1	1
film trilogy	449	396
film star	1552	1465
film series of the same name	10	10
film sequel	169	164
film industry	10902	8919
film horror	17	17
film franchise	414	380
film Star	592	520
film Horror	23	20
fighting in Korea	15	15
fighting erupted in Korea	1	1
field of play	934	805
fiction novel	1	1
feminist veganism	1	1
female vocals	584	505
female singer	2281	2090
female model	128	121
female lead vocals	2	1
female Vocals	1	1
federal representative	15	13
federal Supreme Court	12	12
featuring vocal	1	1
feature films	11906	10661
fb me	4	4
fb com	37	32
fatherland liberation war	1	1
fashion runway model	1	1
fashion models	228	218
fashion modeling	55	53
fashion model	2553	2335
fashion design model	2	2
fashion and ramp model	1	1
fashion Model	3	3
fan sequel	1	1
famously uses	1	1
failed startup	1	1
facebook website	5	5
facebook users	3	3
facebook lite	1	1
facebook inc	1	1
facebook com	25698	22871
extended Star Wars franchise	1	1
express train	1582	1346
express passenger	728	561
express locomotive	40	34
executive production	417	352
executive producing	270	253
executive producer	18184	12330
executive Production	3	3
exchange trading	105	88
exchange listed	46	41
exchange Trading	2	2
evening paper	167	149
evening newspapers	45	44
evening newspaper	183	170
evening edition	153	134
eurovision tv	513	488
eurovision song contest	15	13
eurovision contest	1	1
ethnic Indian	46	44
ethical veganism	1	1
ethical vegan	1	1
espn hd	1	1
espn com	352	248
es pn	2	1
eruption of hostilities	3	3
erotic model	11	9
equity trading market	1	1
eponymous militant group	1	1
epithelial carcinoma	1	1
epithelial cancers	15	14
epic novel	142	138
enzyme-substrate complex	1	1
